player_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
259091,https://sofifa.com/player/259091/connor-barrett/210002/,C. Barrett,Connor Barrett,18,2002-03-01,181,70,England,Burnley,English Premier League,1,56,67,275000,2000,RB,Right,1,3,2,Medium/ Medium,Lean (170-185),No,578000,,RES,50,,2020-08-20,2022,"34 Finishing
","53 Heading Accuracy
",63,35,44,52,54,55,,,,,,,,55,34,53,42,34,52,43,34,36,47,66,61,54,59,68,28,61,53,54,37,58,55,49,45,49,43,55,54,54,8,7,5,12,8,46+2,46+2,46+2,50+0,47+0,47+0,47+0,50+0,47+2,47+2,47+2,50+2,46+2,46+2,46+2,50+2,54+2,50+2,50+2,50+2,54+2,54+2,54+2,54+2,54+2,54+2
245128,https://sofifa.com/player/245128/lewis-bryon/210002/,L. Bryon,Lewis Bryon,20,1999-09-13,181,70,England,Crystal Palace,English Premier League,1,56,66,300000,5000,CDM,Right,1,3,3,Medium/ Medium,Lean (185+),No,630000,,RES,47,,2018-05-30,2021,"32 Finishing
","51 Heading Accuracy
",55,33,44,45,56,61,,,,,,,Injury Prone,42,32,51,53,21,40,25,27,47,49,55,55,53,56,52,36,46,51,71,34,53,57,43,39,33,54,55,59,54,11,6,9,10,11,45+2,45+2,45+2,45+0,45+0,45+0,45+0,45+0,46+2,46+2,46+2,46+2,48+2,48+2,48+2,46+2,52+2,54+2,54+2,54+2,52+2,53+2,56+2,56+2,56+2,53+2
251521,https://sofifa.com/player/251521/niall-huggins/210002/,N. Huggins,Niall Huggins,19,2000-12-18,181,70,Wales,Leeds United,English Premier League,1,55,73,325000,6000,RB,Right,1,3,2,High/ Medium,Lean (170-185),No,821000,,RES,52,,2019-07-01,2023,"56 Finishing
","49 Heading Accuracy
",72,54,50,59,47,51,,,,,,,,53,56,49,54,40,57,39,32,42,59,77,68,65,57,76,52,60,64,48,54,38,46,57,52,59,49,49,46,43,12,14,14,13,15,56+2,56+2,56+2,58+0,58+0,58+0,58+0,58+0,57+2,57+2,57+2,58+2,53+2,53+2,53+2,58+2,54+2,50+2,50+2,50+2,54+2,53+2,48+2,48+2,48+2,53+2
230083,https://sofifa.com/player/230083/joe-hardy/210002/,J. Hardy,Joe Hardy,21,1998-09-26,181,70,England,Liverpool,English Premier League,1,55,66,275000,9000,ST,Right,1,3,3,Medium/ Low,Normal (170-),No,564000,,RES,42,,2020-01-06,2022,"65 Finishing
","43 Heading Accuracy
",69,58,38,56,18,48,,,,,,,,32,65,43,39,45,55,38,28,38,58,70,68,61,45,61,58,61,44,49,48,46,10,56,43,58,44,24,10,14,10,8,8,10,10,55+2,55+2,55+2,53+0,54+0,54+0,54+0,53+0,51+2,51+2,51+2,51+2,43+2,43+2,43+2,51+2,35+2,32+2,32+2,32+2,35+2,33+2,30+2,30+2,30+2,33+2
247622,https://sofifa.com/player/247622/bernardo-costa-da-rosa/210002/,Bernardo Rosa,Bernardo Costa da Rosa,19,2000-09-20,181,70,Brazil,West Ham United,English Premier League,1,55,69,300000,3000,RB,Right,1,3,3,Medium/ Medium,Normal (170-185),Yes,429000,,RES,44,,2019-07-01,2022,"44 Finishing
","31 Heading Accuracy
",65,44,53,60,36,47,,,,,,,Technical Dribbler (AI),47,44,31,57,38,60,48,37,53,58,68,63,68,45,78,47,50,59,43,41,42,29,49,56,44,53,33,45,41,12,14,6,9,14,49+2,49+2,49+2,55+0,53+0,53+0,53+0,55+0,55+2,55+2,55+2,55+2,52+2,52+2,52+2,55+2,48+2,46+2,46+2,46+2,48+2,46+2,41+2,41+2,41+2,46+2
244715,https://sofifa.com/player/244715/taylor-perry/210002/,T. Perry,Taylor Perry,18,2001-07-15,181,70,England,Wolverhampton Wanderers,English Premier League,1,55,75,350000,3000,CM,Right,1,3,2,High/ Medium,Normal (170-185),No,464000,,RES,26,,2018-07-15,2021,"50 Finishing
","39 Heading Accuracy
",62,52,54,59,47,57,,,,,,,,47,50,39,57,49,58,55,54,56,57,65,60,68,52,68,58,64,55,57,54,57,49,54,56,40,59,47,49,48,13,7,11,11,12,54+2,54+2,54+2,56+0,56+0,56+0,56+0,56+0,56+2,56+2,56+2,56+2,55+2,55+2,55+2,56+2,52+2,53+2,53+2,53+2,52+2,52+2,51+2,51+2,51+2,52+2
241983,https://sofifa.com/player/241983/austin-samuels/210002/,A. Samuels,Austin Samuels,19,2000-11-20,181,70,England,Wolverhampton Wanderers,English Premier League,1,55,72,325000,6000,ST,Right,1,4,3,Medium/ Low,Normal (170-185),No,821000,,RES,46,,2017-11-20,2021,"53 Finishing
","49 Heading Accuracy
",79,54,45,58,21,48,,,,,,,,38,53,49,46,49,55,43,34,42,54,77,81,77,47,75,58,57,60,49,50,28,16,58,55,54,53,23,16,16,13,13,10,7,14,55+2,55+2,55+2,56+0,56+0,56+0,56+0,56+0,55+2,55+2,55+2,54+2,47+2,47+2,47+2,54+2,40+2,36+2,36+2,36+2,40+2,38+2,32+2,32+2,32+2,38+2
241895,https://sofifa.com/player/241895/jayden-harris/210002/,J. Harris,Jayden John-Lloyd Harris,20,1999-09-04,181,70,England,Fulham,English Premier League,1,55,65,275000,9000,CM,Right,1,3,2,Medium/ Medium,Lean (185+),No,273000,,RES,46,,2017-07-01,2021,"43 Finishing
","53 Heading Accuracy
",71,48,54,53,51,69,,,,,,,,51,43,53,61,42,50,34,38,54,53,75,67,65,55,66,61,72,68,71,46,64,55,54,52,40,56,53,49,44,14,5,9,13,14,55+2,55+2,55+2,55+0,54+0,54+0,54+0,55+0,55+2,55+2,55+2,56+2,55+2,55+2,55+2,56+2,56+2,56+2,56+2,56+2,56+2,55+2,56+2,56+2,56+2,55+2
244809,https://sofifa.com/player/244809/marcus-dewhurst/210002/,M. Dewhurst,Marcus Dewhurst,19,2001-03-20,181,70,England,Carlisle United,English Premier League,1,55,75,325000,1000,GK,Right,1,2,1,Medium/ Medium,Lean (185+),No,,,SUB,27,Sheffield United,,"Jan 1, 2021","8 Finishing
","10 Heading Accuracy
",,,,,,,55,54,58,56,31,53,,9,8,10,24,8,11,14,8,26,13,33,30,28,46,32,44,54,27,46,6,17,11,4,26,10,27,8,13,14,55,54,58,53,56,20+2,20+2,20+2,18+0,19+0,19+0,19+0,18+0,19+2,19+2,19+2,19+2,21+2,21+2,21+2,19+2,19+2,20+2,20+2,20+2,19+2,19+2,19+2,19+2,19+2,19+2
259092,https://sofifa.com/player/259092/ismaila-diallo/210002/,I. Diallo,Ismaila Diallo,20,2000-04-11,181,70,England,Burnley,English Premier League,1,55,65,275000,5000,CM,Right,1,3,2,Medium/ Medium,Normal (170-185),No,578000,,RES,51,,2020-09-08,2022,"36 Finishing
","55 Heading Accuracy
",60,41,57,57,53,52,,,,,,,,51,36,55,62,40,57,47,41,61,57,57,63,54,60,68,56,62,43,57,36,50,56,34,57,48,43,52,50,53,11,11,7,7,9,50+2,50+2,50+2,52+0,52+0,52+0,52+0,52+0,54+2,54+2,54+2,54+2,55+2,55+2,55+2,54+2,55+2,55+2,55+2,55+2,55+2,54+2,55+2,55+2,55+2,54+2
258929,https://sofifa.com/player/258929/lars-dendoncker/210002/,L. Dendoncker,Lars Dendoncker,19,2001-04-03,181,70,Belgium,Brighton & Hove Albion,English Premier League,1,55,71,300000,4000,CB,Right,1,3,2,Medium/ Medium,Normal (185+),No,758000,,RES,53,,2020-08-07,2022,"27 Finishing
","52 Heading Accuracy
",57,33,40,46,54,63,,,,,,,,31,27,52,48,32,42,37,34,45,47,51,61,52,53,53,49,63,61,68,27,53,55,26,32,46,42,52,55,54,6,13,14,14,7,43+2,43+2,43+2,41+0,41+0,41+0,41+0,41+0,41+2,41+2,41+2,43+2,44+2,44+2,44+2,43+2,51+2,52+2,52+2,52+2,51+2,52+2,55+2,55+2,55+2,52+2
257230,https://sofifa.com/player/257230/sean-mcallister/210002/,S. McAllister,Sean McAllister,17,2002-09-15,181,70,Northern Ireland,Everton,English Premier League,1,54,72,275000,1000,CM,Right,1,3,2,High/ Medium,Lean (170-185),No,694000,,RES,45,,2020-07-02,2022,"54 Finishing
","53 Heading Accuracy
",62,51,56,57,46,50,,,,,,,,53,54,53,59,50,56,52,51,57,57,62,62,58,55,67,55,52,43,55,42,48,35,53,57,51,55,45,50,54,14,7,9,7,6,55+2,55+2,55+2,56+0,56+0,56+0,56+0,56+0,56+2,56+2,56+2,56+2,54+2,54+2,54+2,56+2,51+2,51+2,51+2,51+2,51+2,51+2,50+2,50+2,50+2,51+2
257793,https://sofifa.com/player/257793/rico-richards/210002/,R. Richards,Rico Richards,16,2003-09-27,181,70,England,West Bromwich Albion,English Premier League,1,54,80,425000,1000,CAM,Left,1,3,2,Medium/ Medium,Lean (170-185),No,450000,,RES,43,,2020-08-04,2023,"40 Finishing
","37 Heading Accuracy
",68,45,50,59,26,45,,,,,,,,52,40,37,50,41,59,47,41,43,58,72,64,62,43,72,53,51,54,45,48,33,16,39,55,51,48,22,29,33,10,8,8,8,9,48+2,48+2,48+2,53+0,51+0,51+0,51+0,53+0,52+2,52+2,52+2,53+2,47+2,47+2,47+2,53+2,43+2,38+2,38+2,38+2,43+2,41+2,34+2,34+2,34+2,41+2
252067,https://sofifa.com/player/252067/george-harmon/210002/,G. Harmon,George Harmon,19,2000-12-08,181,70,England,West Bromwich Albion,English Premier League,1,54,74,300000,5000,LB,Left,1,2,2,Medium/ Medium,Normal (170-185),No,420000,,RES,63,,2019-07-01,2021,"25 Finishing
","48 Heading Accuracy
",67,29,36,48,53,54,,,,,,,,51,25,48,31,29,58,32,31,32,30,66,68,52,53,47,28,63,60,53,32,48,50,44,35,35,36,51,59,55,11,14,13,8,15,41+2,41+2,41+2,45+0,42+0,42+0,42+0,45+0,40+2,40+2,40+2,46+2,40+2,40+2,40+2,46+2,51+2,45+2,45+2,45+2,51+2,52+2,51+2,51+2,51+2,52+2
253461,https://sofifa.com/player/253461/luke-cundle/210002/,L. Cundle,Luke Cundle,18,2002-04-26,181,70,England,Wolverhampton Wanderers,English Premier League,1,54,75,350000,3000,CM,Right,1,3,2,High/ Medium,Lean (170-),No,435000,,RES,68,,2018-10-09,2021,"49 Finishing
","38 Heading Accuracy
",63,51,54,58,46,42,,,,,,,,49,49,38,57,46,55,51,52,57,56,69,58,76,50,79,55,50,52,34,52,49,45,51,55,47,53,47,49,48,14,12,6,6,13,51+2,51+2,51+2,55+0,54+0,54+0,54+0,55+0,56+2,56+2,56+2,55+2,54+2,54+2,54+2,55+2,52+2,51+2,51+2,51+2,52+2,51+2,46+2,46+2,46+2,51+2
251458,https://sofifa.com/player/251458/marcel-elva-fountaine/210002/,M. Elva-Fountaine,Marcel Patrick Joshua Elva-Fountaine,19,2000-11-14,181,70,England,Burnley,English Premier League,1,54,68,240000,3000,RWB,Right,1,3,2,Medium/ Medium,Normal (170-185),No,354000,,RES,47,,2020-08-20,2021,"29 Finishing
","36 Heading Accuracy
",64,29,44,56,50,48,,,,,,,,49,29,36,44,17,58,41,26,41,49,66,63,63,49,70,32,51,54,41,29,55,46,46,46,21,48,53,54,55,5,14,13,6,14,42+2,42+2,42+2,49+0,47+0,47+0,47+0,49+0,47+2,47+2,47+2,50+2,46+2,46+2,46+2,50+2,52+2,49+2,49+2,49+2,52+2,52+2,49+2,49+2,49+2,52+2
259089,https://sofifa.com/player/259089/marc-richter/210002/,M. Richter,Marc Richter,20,1999-12-31,181,70,Germany,Burnley,English Premier League,1,54,64,200000,3000,GK,Right,1,3,1,Medium/ Medium,Normal (185+),No,420000,,RES,52,,2020-08-20,2022,"9 Finishing
","11 Heading Accuracy
",,,,,,,52,49,54,59,27,50,,11,9,11,20,6,5,14,10,17,14,20,32,25,52,22,41,36,28,67,7,22,12,7,39,16,25,9,11,10,52,49,54,50,59,21+2,21+2,21+2,17+0,19+0,19+0,19+0,17+0,20+2,20+2,20+2,19+2,21+2,21+2,21+2,19+2,18+2,21+2,21+2,21+2,18+2,18+2,21+2,21+2,21+2,18+2
259032,https://sofifa.com/player/259032/teddy-jenks/210002/,T. Jenks,Teddy Jenks,18,2002-03-12,181,70,England,Brighton & Hove Albion,English Premier League,1,54,71,275000,3000,CM,Right,1,3,2,Medium/ Medium,Normal (185+),No,694000,,RES,47,,2019-07-01,2023,"44 Finishing
","55 Heading Accuracy
",53,48,53,53,56,65,,,,,,,,48,44,55,56,41,53,49,48,55,54,52,54,54,50,45,60,60,64,67,47,64,55,50,51,42,47,54,57,58,13,14,7,12,10,52+2,52+2,52+2,51+0,52+0,52+0,52+0,51+0,52+2,52+2,52+2,52+2,54+2,54+2,54+2,52+2,55+2,56+2,56+2,56+2,55+2,55+2,57+2,57+2,57+2,55+2
257101,https://sofifa.com/player/257101/harry-hagan/210002/,H. Hagan,Harry Hagan,17,2003-04-24,181,70,England,Everton,English Premier League,1,53,71,220000,500,CB,Right,1,3,2,Medium/ High,Normal (185+),No,556000,,RES,51,,2020-07-01,2022,"24 Finishing
","53 Heading Accuracy
",57,28,35,36,52,62,,,,,,,,28,24,53,40,32,30,29,28,37,38,54,60,42,48,56,41,66,62,68,21,46,55,28,33,31,55,51,52,51,15,13,12,12,7,39+2,39+2,39+2,36+0,36+0,36+0,36+0,36+0,36+2,36+2,36+2,38+2,39+2,39+2,39+2,38+2,47+2,48+2,48+2,48+2,47+2,49+2,53+2,53+2,53+2,49+2
256216,https://sofifa.com/player/256216/emmanuel-longelo/210002/,E. Longelo,Mbule Longelo Emmanuel,19,2000-12-27,181,70,England,West Ham United,English Premier League,1,53,67,210000,3000,LM,Left,1,2,3,High/ Medium,Normal (170-185),No,530000,,RES,56,,2019-07-01,2021,"34 Finishing
","43 Heading Accuracy
",70,40,48,50,47,53,,,,,,,Speed Dribbler (AI),51,34,43,54,35,49,35,31,42,47,73,68,52,51,68,45,56,53,53,48,51,47,47,47,40,42,45,50,46,12,13,9,8,13,47+2,47+2,47+2,51+0,49+0,49+0,49+0,51+0,49+2,49+2,49+2,51+2,48+2,48+2,48+2,51+2,51+2,49+2,49+2,49+2,51+2,51+2,49+2,49+2,49+2,51+2
251590,https://sofifa.com/player/251590/lewis-richards/210002/,L. Richards,Lewis Richards,18,2001-10-15,181,70,Republic of Ireland,Wolverhampton Wanderers,English Premier League,1,53,74,275000,2000,LWB,Left,1,3,2,Medium/ Medium,Normal (170-185),No,377000,,RES,76,,2018-10-09,2022,"38 Finishing
","50 Heading Accuracy
",63,41,48,50,51,62,,,,,,,,47,38,50,51,35,47,46,43,50,48,66,61,64,50,65,49,70,64,63,40,54,50,42,46,42,46,51,51,50,14,5,15,12,6,48+2,48+2,48+2,49+0,48+0,48+0,48+0,49+0,48+2,48+2,48+2,50+2,49+2,49+2,49+2,50+2,52+2,52+2,52+2,52+2,52+2,53+2,53+2,53+2,53+2,53+2
247012,https://sofifa.com/player/247012/michael-tait/210002/,M. Tait,Michael Tait,19,2001-01-29,181,70,England,Aston Villa,English Premier League,1,52,69,210000,5000,ST,Right,1,3,2,High/ Low,Lean (170-185),No,278000,,RES,49,,2018-07-01,2021,"56 Finishing
","52 Heading Accuracy
",60,53,39,53,19,44,,,,,,,,32,56,52,42,46,50,40,32,30,53,62,59,58,52,68,52,64,50,45,48,31,10,48,51,61,44,20,15,12,13,11,6,13,8,52+2,52+2,52+2,50+0,52+0,52+0,52+0,50+0,50+2,50+2,50+2,49+2,43+2,43+2,43+2,49+2,35+2,32+2,32+2,32+2,35+2,33+2,30+2,30+2,30+2,33+2
246392,https://sofifa.com/player/246392/lewis-brunt/210002/,L. Brunt,Lewis Brunt,19,2000-11-06,181,70,England,Aston Villa,English Premier League,1,52,69,210000,4000,CDM,Right,1,3,2,Medium/ High,Lean (170-185),No,278000,,RES,42,,2018-07-01,2021,"30 Finishing
","46 Heading Accuracy
",65,40,53,49,44,53,,,,,,,,43,30,46,61,38,47,38,42,60,46,60,69,53,49,69,57,55,63,48,41,52,47,49,50,43,45,41,45,46,7,13,13,10,10,47+2,47+2,47+2,49+0,49+0,49+0,49+0,49+0,50+2,50+2,50+2,51+2,52+2,52+2,52+2,51+2,51+2,51+2,51+2,51+2,51+2,50+2,48+2,48+2,48+2,50+2
251546,https://sofifa.com/player/251546/kyron-gordon/210002/,K. Gordon,Kyron Gordon,18,2002-05-24,181,70,England,Sheffield United,English Premier League,1,52,70,190000,1000,CB,Right,1,2,2,Medium/ Medium,Normal (185+),No,253000,,RES,39,,2019-07-04,2021,"25 Finishing
","52 Heading Accuracy
",62,30,32,35,51,56,,,,,,,,32,25,52,35,31,28,33,31,32,40,63,62,46,44,52,47,64,51,57,24,59,51,26,25,30,36,49,53,54,10,5,9,6,11,39+2,39+2,39+2,36+0,36+0,36+0,36+0,36+0,34+2,34+2,34+2,37+2,36+2,36+2,36+2,37+2,46+2,45+2,45+2,45+2,46+2,49+2,52+2,52+2,52+2,49+2
251674,https://sofifa.com/player/251674/jean-belehouan/210002/,J. Belehouan,Jean Leroy-Belehouan,19,2000-09-01,181,70,France,Sheffield United,English Premier League,1,50,64,110000,2000,LB,Left,1,2,2,Medium/ Medium,Lean (185+),No,152000,,RES,40,,2019-07-08,2021,"31 Finishing
","40 Heading Accuracy
",78,29,38,42,45,51,,,,,,,,44,31,40,41,34,37,42,32,32,43,77,79,55,41,51,31,57,47,54,25,45,40,21,34,29,30,42,52,48,13,12,6,7,12,39+2,39+2,39+2,42+0,39+0,39+0,39+0,42+0,39+2,39+2,39+2,43+2,38+2,38+2,38+2,43+2,47+2,43+2,43+2,43+2,47+2,48+2,46+2,46+2,46+2,48+2
252450,https://sofifa.com/player/252450/harry-boyes/210002/,H. Boyes,Harry Boyes,22,1998-06-16,181,70,England,Sheffield United,English Premier League,1,50,61,100000,4000,LWB,Left,1,2,2,Medium/ Medium,Lean (170-185),No,95000,,RES,41,,2018-07-01,2021,"30 Finishing
","38 Heading Accuracy
",64,31,44,48,43,50,,,,,,,,53,30,38,45,33,48,39,28,37,46,65,64,55,43,60,35,54,55,48,28,50,40,38,44,32,42,44,46,43,14,6,13,15,12,41+2,41+2,41+2,46+0,43+0,43+0,43+0,46+0,44+2,44+2,44+2,47+2,43+2,43+2,43+2,47+2,48+2,44+2,44+2,44+2,48+2,48+2,45+2,45+2,45+2,48+2
176635,https://sofifa.com/player/176635/mesut-ozil/210002/,M. Özil,Mesut Özil,31,1988-10-15,181,70,Germany,Arsenal,English Premier League,1,82,82,25000000,100000,RW,Left,4,2,4,Medium/ Low,Unique,Yes,37100000,#Playmaker ,RES,10,,2013-09-02,2021,"68 Finishing
","51 Heading Accuracy
",64,69,85,83,24,55,,,,,,,"Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot",81,68,51,88,78,82,84,75,82,88,67,61,75,81,71,70,45,62,56,67,44,24,80,90,67,83,24,16,19,6,14,10,6,14,72+3,72+3,72+3,79+0,79+0,79+0,79+0,79+0,82+0,82+0,82+0,80+2,76+3,76+3,76+3,80+2,56+3,55+3,55+3,55+3,56+3,50+3,39+3,39+3,39+3,50+3
205693,https://sofifa.com/player/205693/sebastien-haller/210002/,S. Haller,Sébastien Haller,26,1994-06-22,181,70,France,West Ham United,English Premier League,1,81,83,32500000,58000,ST,Right,2,3,3,High/ Medium,Normal (185+),Yes,43500000,,SUB,22,,2019-07-17,2024,"84 Finishing
","86 Heading Accuracy
",70,80,62,75,51,82,,,,,,,"Flair, Power Header",42,84,86,74,83,74,57,46,48,80,64,74,67,83,53,81,80,72,89,65,76,36,83,75,91,81,39,61,55,6,7,14,7,6,80+2,80+2,80+2,73+0,78+0,78+0,78+0,73+0,75+2,75+2,75+2,72+2,70+2,70+2,70+2,72+2,61+2,62+2,62+2,62+2,61+2,61+2,64+2,64+2,64+2,61+2
192227,https://sofifa.com/player/192227/shkodran-mustafi/210002/,S. Mustafi,Shkodran Mustafi,28,1992-04-17,181,70,Germany,Arsenal,English Premier League,1,78,80,14000000,72000,CB,Right,3,2,2,Medium/ High,Normal (170-185),Yes,20700000,,RCB,20,,2016-08-30,2021,"58 Finishing
","81 Heading Accuracy
",58,57,63,61,77,77,,,,,,,Dives Into Tackles (AI),53,58,81,75,51,53,55,47,69,70,55,61,63,76,67,66,81,68,78,52,87,75,49,55,54,73,74,79,78,11,9,15,10,6,64+3,64+3,64+3,60+0,61+0,61+0,61+0,60+0,62+3,62+3,62+3,62+3,66+3,66+3,66+3,62+3,69+3,74+3,74+3,74+3,69+3,71+3,77+3,77+3,77+3,71+3
172879,https://sofifa.com/player/172879/sokratis-papastathopoulos/210002/,Sokratis,Sokratis Papastathopoulos,32,1988-06-09,181,70,Greece,Arsenal,English Premier League,1,79,79,11500000,76000,CB,Right,3,2,2,Medium/ High,Unique,Yes,15200000,#Strength,RES,5,,2018-07-02,2021,"47 Finishing
","80 Heading Accuracy
",66,53,52,59,78,81,,,,,,,Solid Player,47,47,80,63,50,58,29,35,58,60,63,69,52,77,59,77,82,67,86,48,88,76,49,45,38,74,79,78,79,6,8,5,12,5,63+3,63+3,63+3,57+0,59+0,59+0,59+0,57+0,57+3,57+3,57+3,58+3,60+3,60+3,60+3,58+3,68+3,71+3,71+3,71+3,68+3,71+3,78+1,78+1,78+1,71+3
207993,https://sofifa.com/player/207993/sead-kolasinac/210002/,S. Kolašinac,Sead Kolašinac,27,1993-06-20,181,70,Bosnia Herzegovina,Arsenal,English Premier League,1,78,79,15000000,69000,LWB,Left,2,2,3,High/ Medium,Stocky (170-185),Yes,20700000,#Strength,SUB,31,,2017-07-01,2022,"57 Finishing
","74 Heading Accuracy
",73,63,71,73,74,87,,,,,,,,74,57,74,78,55,75,61,42,62,76,69,77,60,72,55,82,79,78,90,58,93,70,73,74,54,72,71,79,77,15,9,16,7,9,72+2,72+2,72+2,72+0,72+0,72+0,72+0,72+0,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,75+2,75+2,75+2,75+2,75+2,75+2,78+1,78+1,78+1,75+2
227222,https://sofifa.com/player/227222/frederic-guilbert/210002/,F. Guilbert,Frédéric Guilbert,25,1994-12-24,181,70,France,Aston Villa,English Premier League,1,76,81,10000000,44000,RWB,Right,1,2,3,High/ Medium,Lean (170-185),Yes,17800000,,SUB,24,,2019-01-31,2023,"40 Finishing
","72 Heading Accuracy
",75,48,67,68,74,77,,,,,,,"Long Throw-in, Dives Into Tackles (AI)",75,40,72,72,32,66,58,42,64,71,76,75,64,70,73,68,81,78,76,49,78,76,63,63,44,71,71,77,76,8,14,16,13,7,63+2,63+2,63+2,66+0,65+0,65+0,65+0,66+0,65+2,65+2,65+2,68+2,68+2,68+2,68+2,68+2,74+2,73+2,73+2,73+2,74+2,74+2,75+2,75+2,75+2,74+2
232756,https://sofifa.com/player/232756/fikayo-tomori/210002/,F. Tomori,Fikayo Tomori,22,1997-12-19,181,70,England,Chelsea,English Premier League,1,76,85,15500000,55000,CB,Right,1,4,2,Medium/ Medium,Lean (185+),No,23100000,,RES,14,,2015-07-03,2021,"33 Finishing
","74 Heading Accuracy
",80,37,58,66,76,74,,,,,,,,56,33,74,75,32,65,38,40,60,65,76,83,73,73,61,42,74,67,78,45,75,76,33,36,27,76,75,79,74,10,13,10,11,7,56+2,56+2,56+2,59+0,56+0,56+0,56+0,59+0,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,71+2,71+2,71+2,71+2,71+2,73+2,76+2,76+2,76+2,73+2
224263,https://sofifa.com/player/224263/jonjoe-kenny/210002/,J. Kenny,Jonjoe Kenny,23,1997-03-15,181,70,England,Everton,English Premier League,1,76,83,14500000,52000,RWB,Right,1,3,3,High/ Medium,Lean (170-185),Yes,20000000,,SUB,2,,2014-07-18,2022,"30 Finishing
","64 Heading Accuracy
",71,49,67,71,74,70,,,,,,,Dives Into Tackles (AI),72,30,64,73,51,70,61,49,67,73,76,67,68,75,73,75,74,78,63,62,78,77,64,55,53,65,71,77,77,6,13,16,13,15,62+2,62+2,62+2,66+0,65+0,65+0,65+0,66+0,65+2,65+2,65+2,68+2,69+2,69+2,69+2,68+2,74+2,73+2,73+2,73+2,74+2,74+2,73+2,73+2,73+2,74+2
185195,https://sofifa.com/player/185195/odion-ighalo/210002/,O. Ighalo,Odion Jude Ighalo,31,1989-06-16,181,70,Nigeria,Manchester United,English Premier League,1,77,77,9000000,21000,ST,Right,1,3,4,Medium/ Low,Stocky (170-185),Yes,,,SUB,25,Shanghai Greenland Shenhua FC,,"Jan 30, 2021","80 Finishing
","71 Heading Accuracy
",76,78,65,77,42,78,,,,,,,Technical Dribbler (AI),66,80,71,70,76,77,64,55,55,78,77,75,72,75,74,81,75,68,84,72,74,32,77,67,75,73,37,45,41,9,11,13,16,8,77+0,77+0,77+0,75+0,76+0,76+0,76+0,75+0,73+2,73+2,73+2,73+2,67+2,67+2,67+2,73+2,59+2,57+2,57+2,57+2,59+2,57+2,56+2,56+2,56+2,57+2
205186,https://sofifa.com/player/205186/paulo-gazzaniga/210002/,P. Gazzaniga,Paulo Dino Gazzaniga,28,1992-01-02,181,70,Argentina,Tottenham Hotspur,English Premier League,1,77,80,9500000,59000,GK,Right,1,3,1,Medium/ Medium,Normal (185+),Yes,15800000,,RES,22,,2017-08-23,2022,"12 Finishing
","14 Heading Accuracy
",,,,,,,80,76,84,80,64,77,,23,12,14,49,8,20,33,21,54,32,63,65,64,59,52,63,66,45,67,19,40,19,13,63,41,61,23,21,14,80,76,84,77,80,33+2,33+2,33+2,35+0,36+0,36+0,36+0,35+0,40+2,40+2,40+2,38+2,41+2,41+2,41+2,38+2,34+2,37+2,37+2,37+2,34+2,33+2,32+2,32+2,32+2,33+2
217699,https://sofifa.com/player/217699/islam-slimani/210002/,I. Slimani,Islam Slimani,32,1988-06-18,181,70,Algeria,Leicester City,English Premier League,1,77,77,8500000,77000,ST,Right,3,3,2,High/ High,Lean (185+),Yes,13300000,,RES,13,,2016-08-31,2021,"77 Finishing
","78 Heading Accuracy
",51,77,74,72,47,79,,,,,,,"Flair, Power Header",72,77,78,78,76,74,75,47,75,74,47,54,55,82,54,81,78,68,83,69,84,50,84,76,77,78,42,48,24,10,9,6,15,11,76+1,76+1,76+1,72+0,75+0,75+0,75+0,72+0,74+3,74+3,74+3,73+3,73+3,73+3,73+3,73+3,59+3,64+3,64+3,64+3,59+3,56+3,59+3,59+3,59+3,56+3
