,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,Weak Foot,Skill Moves,International Reputation,Work Rate,Body Type,Real Face,Release Clause,Position,Jersey Number,Joined,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,GK,Likes,Dislikes,Following,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
671,202429,Danny da Costa,26,https://cdn.sofifa.com/players/202/429/21_60.png,Germany,https://cdn.sofifa.com/flags/de.png,75,76,Eintracht Frankfurt,https://cdn.sofifa.com/teams/1824/30.png,€6M,€23K,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,229752,Djibril Sow,23,https://cdn.sofifa.com/players/229/752/21_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,74,80,Eintracht Frankfurt,https://cdn.sofifa.com/teams/1824/30.png,€6.5M,€21K,2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,189362,Givanildo Vieira de Souza,33,https://cdn.sofifa.com/players/189/362/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,80,80,Shanghai SIPG FC,https://cdn.sofifa.com/teams/112540/30.png,€13M,€20K,2134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,216460,José María Giménez,25,https://cdn.sofifa.com/players/216/460/21_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,84,88,Atlético Madrid,https://cdn.sofifa.com/teams/240/30.png,€52.5M,€71K,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,246191,Julián Álvarez,20,https://cdn.sofifa.com/players/246/191/21_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,72,84,River Plate,https://cdn.sofifa.com/teams/1876/30.png,€5.5M,€10K,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,215698,Mike Maignan,24,https://cdn.sofifa.com/players/215/698/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,82,86,LOSC Lille,https://cdn.sofifa.com/teams/65/30.png,€34.5M,€31K,1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,246875,Odilon Kossounou,19,https://cdn.sofifa.com/players/246/875/21_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,70,83,Club Brugge KV,https://cdn.sofifa.com/teams/231/30.png,€3.5M,€7K,1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,211515,Pierluigi Gollini,25,https://cdn.sofifa.com/players/211/515/21_60.png,Italy,https://cdn.sofifa.com/flags/it.png,80,85,Atalanta,https://cdn.sofifa.com/teams/39/30.png,€24.5M,€43K,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,219809,Tiemoué Bakayoko,25,https://cdn.sofifa.com/players/219/809/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,79,81,Napoli,https://cdn.sofifa.com/teams/48/30.png,€20M,€77K,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,257063,Tyrhys Dolan,18,https://cdn.sofifa.com/players/257/063/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,65,83,Blackburn Rovers,https://cdn.sofifa.com/teams/3/30.png,€1.8M,€5K,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,231691,Alban Lafont,21,https://cdn.sofifa.com/players/231/691/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,78,84,FC Nantes,https://cdn.sofifa.com/teams/71/30.png,€18.5M,€25K,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,167905,Antonio Valencia,34,https://cdn.sofifa.com/players/167/905/21_60.png,Ecuador,https://cdn.sofifa.com/flags/ec.png,78,78,Querétaro,https://cdn.sofifa.com/teams/110150/30.png,€5M,€13K,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,235889,Cengiz Ünder,22,https://cdn.sofifa.com/players/235/889/21_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,77,82,Leicester City,https://cdn.sofifa.com/teams/95/30.png,€16M,€62K,1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,258490,Chadi Riad,17,https://cdn.sofifa.com/players/258/490/21_60.png,Morocco,https://cdn.sofifa.com/flags/ma.png,59,84,CE Sabadell FC,https://cdn.sofifa.com/teams/15021/30.png,€675K,€750,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,222509,Daniel Ceballos Fernández,23,https://cdn.sofifa.com/players/222/509/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,83,Arsenal,https://cdn.sofifa.com/teams/1/30.png,€25M,€120K,2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,234102,Ionuț Andrei Radu,23,https://cdn.sofifa.com/players/234/102/21_60.png,Romania,https://cdn.sofifa.com/flags/ro.png,75,80,Inter,https://cdn.sofifa.com/teams/44/30.png,€7M,€43K,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,236355,Luiz Felipe Ramos Marchi,23,https://cdn.sofifa.com/players/236/355/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,77,85,Lazio,https://cdn.sofifa.com/teams/46/30.png,€22M,€41K,1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,167495,Manuel Neuer,34,https://cdn.sofifa.com/players/167/495/21_60.png,Germany,https://cdn.sofifa.com/flags/de.png,90,90,FC Bayern München,https://cdn.sofifa.com/teams/21/30.png,€20.5M,€135K,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,258946,Matteo Lovato,20,https://cdn.sofifa.com/players/258/946/21_60.png,Italy,https://cdn.sofifa.com/flags/it.png,72,83,Hellas Verona,https://cdn.sofifa.com/teams/206/30.png,€4.8M,€12K,1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,227928,Nélson Cabral Semedo,26,https://cdn.sofifa.com/players/227/928/21_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,83,84,Wolverhampton Wanderers,https://cdn.sofifa.com/teams/110/30.png,€39M,€100K,2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,162835,Samir Handanovič,35,https://cdn.sofifa.com/players/162/835/21_60.png,Slovenia,https://cdn.sofifa.com/flags/si.png,87,87,Inter,https://cdn.sofifa.com/teams/44/30.png,€9M,€84K,1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,211147,Valentino Lazaro,24,https://cdn.sofifa.com/players/211/147/21_60.png,Austria,https://cdn.sofifa.com/flags/at.png,79,83,Borussia Mönchengladbach,https://cdn.sofifa.com/teams/23/30.png,€25M,€81K,2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,214394,Wilmar Barrios,26,https://cdn.sofifa.com/players/214/394/21_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,79,82,,https://cdn.sofifa.com/flags/co.png,€0,€0,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,193348,Xherdan Shaqiri,28,https://cdn.sofifa.com/players/193/348/21_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,80,80,Liverpool,https://cdn.sofifa.com/teams/9/30.png,€21M,€105K,2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,201153,Álvaro Borja Morata Martín,27,https://cdn.sofifa.com/players/201/153/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,83,83,Juventus,https://cdn.sofifa.com/teams/45/30.png,€39.5M,€80K,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,244267,Antonio Marin,19,https://cdn.sofifa.com/players/244/267/21_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,67,83,AC Monza,https://cdn.sofifa.com/teams/111811/30.png,€2.6M,€1K,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,232207,Ivan Šaponjić,22,https://cdn.sofifa.com/players/232/207/21_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,68,76,Atlético Madrid,https://cdn.sofifa.com/teams/240/30.png,€2.7M,€17K,1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,200458,Lucas Digne,26,https://cdn.sofifa.com/players/200/458/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,84,85,Everton,https://cdn.sofifa.com/teams/7/30.png,€45.5M,€110K,2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,237715,Patrick Cutrone,22,https://cdn.sofifa.com/players/237/715/21_60.png,Italy,https://cdn.sofifa.com/flags/it.png,74,81,Wolverhampton Wanderers,https://cdn.sofifa.com/teams/110/30.png,€8.5M,€56K,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,206467,Alassane Plea,27,https://cdn.sofifa.com/players/206/467/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,81,82,Borussia Mönchengladbach,https://cdn.sofifa.com/teams/23/30.png,€30M,€53K,2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,241470,Alejandro Centelles Plaza,20,https://cdn.sofifa.com/players/241/470/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,74,84,UD Almería,https://cdn.sofifa.com/teams/1861/30.png,€9M,€6K,1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,242578,Benoît Badiashile,19,https://cdn.sofifa.com/players/242/578/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,74,83,AS Monaco,https://cdn.sofifa.com/teams/69/30.png,€8.5M,€19K,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,235844,Edson Álvarez,22,https://cdn.sofifa.com/players/235/844/21_60.png,Mexico,https://cdn.sofifa.com/flags/mx.png,75,81,Ajax,https://cdn.sofifa.com/teams/245/30.png,€8.5M,€12K,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,230829,Alan Mozo,23,https://cdn.sofifa.com/players/230/829/21_60.png,Mexico,https://cdn.sofifa.com/flags/mx.png,74,83,U.N.A.M.,https://cdn.sofifa.com/teams/1881/30.png,€9M,€10K,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,241671,Dominik Livaković,25,https://cdn.sofifa.com/players/241/671/21_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,81,86,Dinamo Zagreb,https://cdn.sofifa.com/teams/211/30.png,€30M,€950,1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,245211,Jordan Teze,20,https://cdn.sofifa.com/players/245/211/21_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,73,83,PSV,https://cdn.sofifa.com/teams/247/30.png,€6M,€10K,1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,226677,Juninho Bacuna,22,https://cdn.sofifa.com/players/226/677/21_60.png,Curacao,https://cdn.sofifa.com/flags/cw.png,70,77,Huddersfield Town,https://cdn.sofifa.com/teams/1939/30.png,€3.2M,€14K,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,205632,Lucas Ocampos,25,https://cdn.sofifa.com/players/205/632/21_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,82,83,Sevilla FC,https://cdn.sofifa.com/teams/481/30.png,€36.5M,€40K,2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,230065,Suat Serdar,23,https://cdn.sofifa.com/players/230/065/21_60.png,Germany,https://cdn.sofifa.com/flags/de.png,78,84,FC Schalke 04,https://cdn.sofifa.com/teams/34/30.png,€22M,€27K,2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,244895,Alhassan Yusuf,19,https://cdn.sofifa.com/players/244/895/21_60.png,Nigeria,https://cdn.sofifa.com/flags/ng.png,70,83,IFK Göteborg,https://cdn.sofifa.com/teams/319/30.png,€3.6M,€2K,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,258826,Devyne Rensch,17,https://cdn.sofifa.com/players/258/826/21_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,65,81,Ajax,https://cdn.sofifa.com/teams/245/30.png,€1.7M,€500,1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,204311,Kurt Zouma,25,https://cdn.sofifa.com/players/204/311/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,81,84,Chelsea,https://cdn.sofifa.com/teams/5/30.png,€30.5M,€88K,1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,213884,Ryan Christie,25,https://cdn.sofifa.com/players/213/884/21_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,75,79,Celtic,https://cdn.sofifa.com/teams/78/30.png,€8M,€44K,2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,210935,Domenico Berardi,25,https://cdn.sofifa.com/players/210/935/21_60.png,Italy,https://cdn.sofifa.com/flags/it.png,81,82,Sassuolo,https://cdn.sofifa.com/teams/111974/30.png,€31M,€42K,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,199434,Dušan Tadić,31,https://cdn.sofifa.com/players/199/434/21_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,83,83,Ajax,https://cdn.sofifa.com/teams/245/30.png,€30M,€30K,2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,146536,Jesús Navas González,34,https://cdn.sofifa.com/players/146/536/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,84,84,Sevilla FC,https://cdn.sofifa.com/teams/481/30.png,€15.5M,€43K,2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,257368,Lorenzo Pirola,18,https://cdn.sofifa.com/players/257/368/21_60.png,Italy,https://cdn.sofifa.com/flags/it.png,63,84,AC Monza,https://cdn.sofifa.com/teams/111811/30.png,€1.5M,€500,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,228414,Matheus Fellipe Costa Pereira,24,https://cdn.sofifa.com/players/228/414/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,76,81,West Bromwich Albion,https://cdn.sofifa.com/teams/109/30.png,€11.5M,€61K,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,220253,Munir El Haddadi,24,https://cdn.sofifa.com/players/220/253/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,84,Sevilla FC,https://cdn.sofifa.com/teams/481/30.png,€27M,€30K,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,216594,Nabil Fekir,26,https://cdn.sofifa.com/players/216/594/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,83,84,Real Betis,https://cdn.sofifa.com/teams/449/30.png,€43M,€38K,2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,255150,Niels Nkounkou,19,https://cdn.sofifa.com/players/255/150/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,61,78,Everton,https://cdn.sofifa.com/teams/7/30.png,€825K,€6K,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,222558,Rick Karsdorp,25,https://cdn.sofifa.com/players/222/558/21_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,76,78,Roma,https://cdn.sofifa.com/teams/52/30.png,€9.5M,€43K,2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,237161,Sean Longstaff,22,https://cdn.sofifa.com/players/237/161/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,73,82,Newcastle United,https://cdn.sofifa.com/teams/13/30.png,€7M,€26K,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,241103,Zinho Vanheusden,20,https://cdn.sofifa.com/players/241/103/21_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,74,84,Standard de Liège,https://cdn.sofifa.com/teams/232/30.png,€8.5M,€10K,1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,240753,Amine Gouiri,20,https://cdn.sofifa.com/players/240/753/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,75,84,OGC Nice,https://cdn.sofifa.com/teams/72/30.png,€12.5M,€26K,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,247393,Evelio Cardozo,19,https://cdn.sofifa.com/players/247/393/21_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,60,80,Racing Club,https://cdn.sofifa.com/teams/101085/30.png,€700K,€2K,1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,205069,Juan Bernat Velasco,27,https://cdn.sofifa.com/players/205/069/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,83,84,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/30.png,€38M,€95K,2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,210625,Kevin Mbabu,25,https://cdn.sofifa.com/players/210/625/21_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,79,83,VfL Wolfsburg,https://cdn.sofifa.com/teams/175/30.png,€22.5M,€44K,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,246416,Leon Dajaku,19,https://cdn.sofifa.com/players/246/416/21_60.png,Germany,https://cdn.sofifa.com/flags/de.png,66,82,Bayern München II,https://cdn.sofifa.com/teams/110679/30.png,€2.2M,€2K,1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,236246,Ovie Ejaria,22,https://cdn.sofifa.com/players/236/246/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,73,81,Reading,https://cdn.sofifa.com/teams/1793/30.png,€7M,€11K,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,245021,Mamadou Loum,23,https://cdn.sofifa.com/players/245/021/21_60.png,Senegal,https://cdn.sofifa.com/flags/sn.png,72,81,FC Porto,https://cdn.sofifa.com/teams/236/30.png,€4.9M,€8K,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,241489,Peru Nolaskoain Esnal,21,https://cdn.sofifa.com/players/241/489/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,69,80,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/30.png,€3.1M,€8K,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,242999,Álex Collado Gutiérrez,21,https://cdn.sofifa.com/players/242/999/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,64,78,FC Barcelona,https://cdn.sofifa.com/teams/241/30.png,€1.4M,€18K,1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,213135,Divock Origi,25,https://cdn.sofifa.com/players/213/135/21_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,77,82,Liverpool,https://cdn.sofifa.com/teams/9/30.png,€15.5M,€79K,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,235073,Gregor Kobel,22,https://cdn.sofifa.com/players/235/073/21_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,75,82,VfB Stuttgart,https://cdn.sofifa.com/teams/36/30.png,€9.5M,€14K,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,220710,Harry Wilson,23,https://cdn.sofifa.com/players/220/710/21_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,77,83,Cardiff City,https://cdn.sofifa.com/teams/1961/30.png,€16.5M,€66K,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,257318,Kays Ruiz-Atil,17,https://cdn.sofifa.com/players/257/318/21_60.png,Morocco,https://cdn.sofifa.com/flags/ma.png,63,83,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/30.png,€1.3M,€2K,1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,186345,Kieran Trippier,29,https://cdn.sofifa.com/players/186/345/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,82,82,Atlético Madrid,https://cdn.sofifa.com/teams/240/30.png,€27M,€65K,2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,168542,David Josué Jiménez Silva,34,https://cdn.sofifa.com/players/168/542/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,Real Sociedad,https://cdn.sofifa.com/teams/457/30.png,€32M,€58K,2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,239529,Frank Onyeka,22,https://cdn.sofifa.com/players/239/529/21_60.png,Nigeria,https://cdn.sofifa.com/flags/ng.png,76,83,FC Midtjylland,https://cdn.sofifa.com/teams/1516/30.png,€14.5M,€21K,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
